feature_pair,feature_a,feature_b,n_schemas,support,timeout_rate,under_rate,over_rate
has_minimum__AND__has_required,has_minimum,has_required,658,0.132661,0.0729483,0.265082,0.236634
has_minimum__AND__has_properties,has_minimum,has_properties,759,0.153024,0.0724638,0.268135,0.232097
has_additionalProperties__AND__has_minItems,has_additionalProperties,has_minItems,318,0.0641129,0.072327,0.315217,0.315789
has_minimum__AND__has_type,has_minimum,has_type,769,0.15504,0.0715215,0.264706,0.230111
has_boolean_schema__AND__has_default,has_boolean_schema,has_default,504,0.101613,0.0714286,0.141913,0.154263
has_maxLength__AND__has_not,has_maxLength,has_not,14,0.00282258,0.0714286,0.5625,0.272727
has_minItems__AND__has_minimum,has_minItems,has_minimum,156,0.0314516,0.0705128,0.260391,0.370518
has_additionalProperties__AND__has_default,has_additionalProperties,has_default,530,0.106855,0.0679245,0.138499,0.176845
has_minLength__AND__has_minProperties,has_minLength,has_minProperties,15,0.00302419,0.0666667,0.179104,0.5
has_boolean_schema__AND__has_properties,has_boolean_schema,has_properties,2266,0.456855,0.0653133,0.157348,0.17363
has_additionalProperties__AND__has_boolean_schema,has_additionalProperties,has_boolean_schema,2270,0.457661,0.0651982,0.155789,0.177185
has_enum__AND__has_minItems,has_enum,has_minItems,292,0.058871,0.0650685,0.27637,0.369565
has_boolean_schema__AND__has_type,has_boolean_schema,has_type,2284,0.460484,0.0647986,0.156641,0.177457
has_boolean_schema__AND__has_required,has_boolean_schema,has_required,1856,0.374194,0.0641164,0.16165,0.190873
has_boolean_schema__AND__has_items,has_boolean_schema,has_items,1330,0.268145,0.0639098,0.153212,0.213433
has_additionalProperties__AND__has_properties,has_additionalProperties,has_properties,2338,0.471371,0.063302,0.155573,0.180599
has_additionalProperties__AND__has_type,has_additionalProperties,has_type,2363,0.476411,0.0626322,0.154518,0.18372
has_not__AND__has_oneOf,has_not,has_oneOf,32,0.00645161,0.0625,0.47541,0.44898
has_additionalProperties__AND__has_required,has_additionalProperties,has_required,1908,0.384677,0.062369,0.159714,0.196147
has_enum__AND__has_properties,has_enum,has_properties,1942,0.391532,0.061792,0.131494,0.251206
has_additionalProperties__AND__has_items,has_additionalProperties,has_items,1380,0.278226,0.0615942,0.149767,0.22619
has_enum__AND__has_type,has_enum,has_type,1955,0.394153,0.0613811,0.130698,0.249142
has_minItems__AND__has_oneOf,has_minItems,has_oneOf,134,0.0270161,0.0597015,0.27163,0.461187
has_oneOf__AND__has_required,has_oneOf,has_required,438,0.0883065,0.0593607,0.204285,0.425532
has_minItems__AND__has_required,has_minItems,has_required,539,0.108669,0.0575139,0.307069,0.316411
has_enum__AND__has_required,has_enum,has_required,1516,0.305645,0.0567282,0.139388,0.252928
has_maximum__AND__has_not,has_maximum,has_not,18,0.00362903,0.0555556,0.402174,0.296296
has_default__AND__has_enum,has_default,has_enum,563,0.113508,0.0550622,0.100111,0.246738
has_minItems__AND__has_properties,has_minItems,has_properties,566,0.114113,0.0547703,0.30997,0.321749
has_minItems__AND__has_type,has_minItems,has_type,575,0.115927,0.053913,0.304925,0.321508
has_items__AND__has_minItems,has_items,has_minItems,565,0.113911,0.0530973,0.307258,0.308475
has_minLength__AND__has_ref,has_minLength,has_ref,134,0.0270161,0.0522388,0.178744,0.481651
has_items__AND__has_not,has_items,has_not,40,0.00806452,0.05,0.461957,0.40678
has_defs__AND__has_minLength,has_defs,has_minLength,142,0.028629,0.0492958,0.170213,0.469565
has_minimum__AND__has_multipleOf,has_minimum,has_multipleOf,21,0.00423387,0.047619,0.425287,0.257143
has_defs__AND__has_not,has_defs,has_not,43,0.00866935,0.0465116,0.430769,0.461538
has_enum__AND__has_not,has_enum,has_not,43,0.00866935,0.0465116,0.478022,0.353846
has_not__AND__has_ref,has_not,has_ref,43,0.00866935,0.0465116,0.430769,0.461538
has_items__AND__has_properties,has_items,has_properties,2371,0.478024,0.0459722,0.149143,0.227383
has_pattern__AND__has_ref,has_pattern,has_ref,329,0.0663306,0.0455927,0.168493,0.35167
has_items__AND__has_type,has_items,has_type,2399,0.483669,0.0454356,0.147488,0.226567
has_defs__AND__has_pattern,has_defs,has_pattern,344,0.0693548,0.0436047,0.162837,0.350187
has_minLength__AND__has_not,has_minLength,has_not,24,0.00483871,0.0416667,0.441441,0.388889
has_minimum__AND__has_not,has_minimum,has_not,24,0.00483871,0.0416667,0.336207,0.342105
has_items__AND__has_required,has_items,has_required,1924,0.387903,0.04158,0.161436,0.244008
has_default__AND__has_required,has_default,has_required,890,0.179435,0.041573,0.192462,0.204828
has_anyOf__AND__has_maxLength,has_anyOf,has_maxLength,25,0.00504032,0.04,0.490566,0.333333
has_properties__AND__has_type,has_properties,has_type,4834,0.974597,0.0388912,0.155466,0.191844
has_required__AND__has_type,has_required,has_type,3619,0.729637,0.0378558,0.164786,0.202229
has_properties__AND__has_required,has_properties,has_required,3620,0.729839,0.0378453,0.164878,0.202372
has_not__AND__has_required,has_not,has_required,53,0.0106855,0.0377358,0.429825,0.43038
has_anyOf__AND__has_not,has_anyOf,has_not,27,0.00544355,0.037037,0.56,0.342105
has_defs__AND__has_maxItems,has_defs,has_maxItems,82,0.0165323,0.0365854,0.240642,0.204545
has_maxItems__AND__has_ref,has_maxItems,has_ref,82,0.0165323,0.0365854,0.24,0.218045
has_not__AND__has_properties,has_not,has_properties,55,0.0110887,0.0363636,0.4329,0.395062
has_not__AND__has_type,has_not,has_type,56,0.0112903,0.0357143,0.431034,0.409639
has_default__AND__has_properties,has_default,has_properties,1103,0.222379,0.0353581,0.181077,0.19871
has_default__AND__has_type,has_default,has_type,1115,0.224798,0.0349776,0.179251,0.197322
has_multipleOf__AND__has_required,has_multipleOf,has_required,30,0.00604839,0.0333333,0.476636,0.196078
has_default__AND__has_oneOf,has_default,has_oneOf,96,0.0193548,0.03125,0.194139,0.343195
has_minItems__AND__has_ref,has_minItems,has_ref,229,0.0461694,0.0305677,0.276377,0.399464
has_const__AND__has_required,has_const,has_required,33,0.00665323,0.030303,0.183099,0.442308
has_defs__AND__has_minItems,has_defs,has_minItems,236,0.0475806,0.029661,0.277577,0.407792
has_default__AND__has_minItems,has_default,has_minItems,102,0.0205645,0.0294118,0.271868,0.417143
has_multipleOf__AND__has_properties,has_multipleOf,has_properties,37,0.00745968,0.027027,0.491803,0.16129
has_multipleOf__AND__has_type,has_multipleOf,has_type,37,0.00745968,0.027027,0.491803,0.16129
has_additionalProperties__AND__has_not,has_additionalProperties,has_not,39,0.0078629,0.025641,0.42487,0.517241
has_allOf__AND__has_minItems,has_allOf,has_minItems,39,0.0078629,0.025641,0.566138,0.384615
has_boolean_schema__AND__has_not,has_boolean_schema,has_not,39,0.0078629,0.025641,0.414508,0.542373
has_const__AND__has_properties,has_const,has_properties,39,0.0078629,0.025641,0.185897,0.365079
has_const__AND__has_type,has_const,has_type,39,0.0078629,0.025641,0.185897,0.365079
has_minProperties__AND__has_pattern,has_minProperties,has_pattern,39,0.0078629,0.025641,0.0789474,0.612903
has_minimum__AND__has_ref,has_minimum,has_ref,209,0.0421371,0.0239234,0.210363,0.422857
has_defs__AND__has_minimum,has_defs,has_minimum,212,0.0427419,0.0235849,0.203629,0.420904
has_allOf__AND__has_pattern,has_allOf,has_pattern,46,0.00927419,0.0217391,0.464435,0.256757
has_minProperties__AND__has_ref,has_minProperties,has_ref,46,0.00927419,0.0217391,0.147783,0.52
has_anyOf__AND__has_maximum,has_anyOf,has_maximum,47,0.00947581,0.0212766,0.263598,0.536585
has_defs__AND__has_minProperties,has_defs,has_minProperties,47,0.00947581,0.0212766,0.154589,0.532468
has_oneOf__AND__has_ref,has_oneOf,has_ref,288,0.0580645,0.0208333,0.177686,0.504049
has_defs__AND__has_oneOf,has_defs,has_oneOf,291,0.0586694,0.0206186,0.174134,0.5
has_items__AND__has_ref,has_items,has_ref,792,0.159677,0.020202,0.171026,0.314006
has_default__AND__has_items,has_default,has_items,499,0.100605,0.0200401,0.117707,0.226131
has_boolean_schema__AND__has_ref,has_boolean_schema,has_ref,655,0.132056,0.0198473,0.152242,0.282548
has_defs__AND__has_items,has_defs,has_items,842,0.169758,0.0190024,0.165816,0.303609
has_items__AND__has_minProperties,has_items,has_minProperties,53,0.0106855,0.0188679,0.134454,0.555556
has_additionalProperties__AND__has_ref,has_additionalProperties,has_ref,695,0.140121,0.018705,0.150578,0.297227
has_boolean_schema__AND__has_defs,has_boolean_schema,has_defs,697,0.140524,0.0186514,0.146927,0.275563
has_ref__AND__has_required,has_ref,has_required,866,0.174597,0.0184758,0.168614,0.332864
has_anyOf__AND__has_minLength,has_anyOf,has_minLength,56,0.0112903,0.0178571,0.421927,0.385417
has_maximum__AND__has_ref,has_maximum,has_ref,113,0.0227823,0.0176991,0.227106,0.442105
has_additionalProperties__AND__has_defs,has_additionalProperties,has_defs,736,0.148387,0.017663,0.145707,0.289216
has_defs__AND__has_required,has_defs,has_required,912,0.183871,0.0175439,0.166313,0.3251
has_defs__AND__has_maximum,has_defs,has_maximum,114,0.0229839,0.0175439,0.217082,0.447368
has_defs__AND__has_ref,has_defs,has_ref,1033,0.208266,0.0164569,0.160594,0.302941
has_properties__AND__has_ref,has_properties,has_ref,1046,0.210887,0.0162524,0.161022,0.303944
has_ref__AND__has_type,has_ref,has_type,1050,0.211694,0.0161905,0.160203,0.303819
has_allOf__AND__has_oneOf,has_allOf,has_oneOf,62,0.0125,0.016129,0.56422,0.351852
has_defs__AND__has_properties,has_defs,has_properties,1135,0.228831,0.014978,0.155203,0.292579
has_defs__AND__has_type,has_defs,has_type,1141,0.23004,0.0148992,0.154154,0.293554
has_minProperties__AND__has_required,has_minProperties,has_required,68,0.0137097,0.0147059,0.171141,0.490909
has_minProperties__AND__has_properties,has_minProperties,has_properties,73,0.0147177,0.0136986,0.174342,0.466102
has_minItems__AND__has_patternProperties,has_minItems,has_patternProperties,75,0.015121,0.0133333,0.0820189,0.868217
has_enum__AND__has_ref,has_enum,has_ref,551,0.111089,0.0127042,0.181818,0.361656
has_anyOf__AND__has_minimum,has_anyOf,has_minimum,79,0.0159274,0.0126582,0.207407,0.551471
has_defs__AND__has_enum,has_defs,has_enum,570,0.114919,0.0122807,0.178037,0.353312
has_minProperties__AND__has_type,has_minProperties,has_type,85,0.0171371,0.0117647,0.175719,0.528986
has_default__AND__has_ref,has_default,has_ref,182,0.0366935,0.010989,0.160167,0.32
has_allOf__AND__has_enum,has_allOf,has_enum,96,0.0193548,0.0104167,0.451807,0.273885
has_anyOf__AND__has_oneOf,has_anyOf,has_oneOf,96,0.0193548,0.0104167,0.227513,0.572327
has_default__AND__has_defs,has_default,has_defs,203,0.0409274,0.00985222,0.153846,0.316527
has_anyOf__AND__has_minItems,has_anyOf,has_minItems,109,0.0219758,0.00917431,0.323792,0.404624
has_allOf__AND__has_items,has_allOf,has_items,112,0.0225806,0.00892857,0.45,0.292553
has_allOf__AND__has_ref,has_allOf,has_ref,121,0.0243952,0.00826446,0.404082,0.331658
has_allOf__AND__has_required,has_allOf,has_required,125,0.0252016,0.008,0.487854,0.253659
has_allOf__AND__has_defs,has_allOf,has_defs,133,0.0268145,0.0075188,0.404082,0.298643
has_allOf__AND__has_properties,has_allOf,has_properties,148,0.0298387,0.00675676,0.464286,0.270492
has_anyOf__AND__has_pattern,has_anyOf,has_pattern,148,0.0298387,0.00675676,0.181401,0.298165
has_allOf__AND__has_type,has_allOf,has_type,149,0.0300403,0.00671141,0.460177,0.269388
has_patternProperties__AND__has_ref,has_patternProperties,has_ref,156,0.0314516,0.00641026,0.0881356,0.858736
has_defs__AND__has_patternProperties,has_defs,has_patternProperties,157,0.0316532,0.00636943,0.0871022,0.859259
has_anyOf__AND__has_enum,has_anyOf,has_enum,249,0.0502016,0.00401606,0.156895,0.373711
has_anyOf__AND__has_boolean_schema,has_anyOf,has_boolean_schema,262,0.0528226,0.00381679,0.185053,0.299754
has_anyOf__AND__has_ref,has_anyOf,has_ref,271,0.0546371,0.00369004,0.160804,0.399103
has_anyOf__AND__has_defs,has_anyOf,has_defs,273,0.0550403,0.003663,0.160699,0.399554
has_additionalProperties__AND__has_anyOf,has_additionalProperties,has_anyOf,275,0.0554435,0.00363636,0.185853,0.317865
has_anyOf__AND__has_items,has_anyOf,has_items,323,0.065121,0.00309598,0.172653,0.349146
has_anyOf__AND__has_required,has_anyOf,has_required,350,0.0705645,0.00285714,0.200726,0.341682
has_anyOf__AND__has_properties,has_anyOf,has_properties,410,0.0826613,0.00243902,0.180755,0.315068
has_anyOf__AND__has_type,has_anyOf,has_type,412,0.0830645,0.00242718,0.179514,0.314112
has_anyOf__AND__has_default,has_anyOf,has_default,106,0.021371,0,0.125806,0.181287
has_additionalProperties__AND__has_allOf,has_additionalProperties,has_allOf,99,0.0199597,0,0.446301,0.300613
has_allOf__AND__has_boolean_schema,has_allOf,has_boolean_schema,91,0.0183468,0,0.451777,0.27027
has_anyOf__AND__has_patternProperties,has_anyOf,has_patternProperties,76,0.0153226,0,0.115265,0.80916
has_additionalProperties__AND__has_minProperties,has_additionalProperties,has_minProperties,68,0.0137097,0,0.15917,0.454545
has_boolean_schema__AND__has_minProperties,has_boolean_schema,has_minProperties,61,0.0122984,0,0.135849,0.510204
has_allOf__AND__has_anyOf,has_allOf,has_anyOf,47,0.00947581,0,0.510917,0.376623
has_enum__AND__has_minProperties,has_enum,has_minProperties,41,0.00826613,0,0.0895522,0.58209
has_allOf__AND__has_minimum,has_allOf,has_minimum,40,0.00806452,0,0.398876,0.430769
has_allOf__AND__has_minLength,has_allOf,has_minLength,36,0.00725806,0,0.473958,0.295082
has_additionalProperties__AND__has_const,has_additionalProperties,has_const,33,0.00665323,0,0.17931,0.407407
has_allOf__AND__has_default,has_allOf,has_default,33,0.00665323,0,0.344595,0.448276
has_additionalProperties__AND__has_multipleOf,has_additionalProperties,has_multipleOf,31,0.00625,0,0.509615,0.163636
has_boolean_schema__AND__has_const,has_boolean_schema,has_const,31,0.00625,0,0.18705,0.411765
has_boolean_schema__AND__has_multipleOf,has_boolean_schema,has_multipleOf,31,0.00625,0,0.509615,0.163636
has_maxProperties__AND__has_properties,has_maxProperties,has_properties,31,0.00625,0,0.10219,0.588235
has_maxProperties__AND__has_type,has_maxProperties,has_type,31,0.00625,0,0.10219,0.588235
has_anyOf__AND__has_maxItems,has_anyOf,has_maxItems,30,0.00604839,0,0.301282,0.318182
has_items__AND__has_maxProperties,has_items,has_maxProperties,29,0.00584677,0,0.10687,0.612245
has_allOf__AND__has_not,has_allOf,has_not,28,0.00564516,0,0.572464,0.255814
has_maxProperties__AND__has_required,has_maxProperties,has_required,28,0.00564516,0,0.10687,0.625
has_allOf__AND__has_patternProperties,has_allOf,has_patternProperties,27,0.00544355,0,0.255319,0.659091
has_minItems__AND__has_minProperties,has_minItems,has_minProperties,27,0.00544355,0,0.186567,0.510204
has_minProperties__AND__has_oneOf,has_minProperties,has_oneOf,27,0.00544355,0,0.0472441,0.666667
has_additionalProperties__AND__has_maxProperties,has_additionalProperties,has_maxProperties,26,0.00524194,0,0.0650407,0.619048
has_boolean_schema__AND__has_maxProperties,has_boolean_schema,has_maxProperties,25,0.00504032,0,0.0672269,0.634146
has_const__AND__has_items,has_const,has_items,24,0.00483871,0,0.212389,0.435897
