feature_pair,feature_a,feature_b,n_schemas,support,timeout_rate,under_rate,over_rate
has_pattern__AND__has_type,has_pattern,has_type,340,0.382883,0.126471,0.112331,0.30531
has_default__AND__has_maximum,has_default,has_maximum,56,0.0630631,0.125,0.177885,0.488636
has_minimum__AND__has_properties,has_minimum,has_properties,218,0.245495,0.123853,0.205021,0.402439
has_minimum__AND__has_type,has_minimum,has_type,218,0.245495,0.123853,0.205021,0.402439
has_pattern__AND__has_required,has_pattern,has_required,318,0.358108,0.122642,0.116247,0.313539
has_minItems__AND__has_required,has_minItems,has_required,181,0.203829,0.121547,0.257179,0.311594
has_enum__AND__has_pattern,has_enum,has_pattern,266,0.29955,0.120301,0.0959677,0.270349
has_items__AND__has_minItems,has_items,has_minItems,188,0.211712,0.117021,0.254831,0.32526
has_minItems__AND__has_properties,has_minItems,has_properties,188,0.211712,0.117021,0.254831,0.32526
has_minItems__AND__has_type,has_minItems,has_type,188,0.211712,0.117021,0.254831,0.32526
has_maxLength__AND__has_ref,has_maxLength,has_ref,36,0.0405405,0.111111,0.362637,0.375
has_minimum__AND__has_multipleOf,has_minimum,has_multipleOf,9,0.0101351,0.111111,0.255814,0.5
has_not__AND__has_oneOf,has_not,has_oneOf,9,0.0101351,0.111111,0.275,0.615385
has_oneOf__AND__has_patternProperties,has_oneOf,has_patternProperties,74,0.0833333,0.108108,0.088968,0.893805
has_defs__AND__has_maxLength,has_defs,has_maxLength,37,0.0416667,0.108108,0.354839,0.385965
has_items__AND__has_patternProperties,has_items,has_patternProperties,112,0.126126,0.107143,0.0997625,0.860465
has_enum__AND__has_oneOf,has_enum,has_oneOf,124,0.13964,0.104839,0.142518,0.513369
has_minItems__AND__has_minimum,has_minItems,has_minimum,68,0.0765766,0.102941,0.281843,0.375
has_boolean_schema__AND__has_patternProperties,has_boolean_schema,has_patternProperties,111,0.125,0.0990991,0.0976744,0.862069
has_patternProperties__AND__has_properties,has_patternProperties,has_properties,122,0.137387,0.0983607,0.0927152,0.875
has_patternProperties__AND__has_type,has_patternProperties,has_type,122,0.137387,0.0983607,0.0927152,0.875
has_additionalProperties__AND__has_patternProperties,has_additionalProperties,has_patternProperties,113,0.127252,0.0973451,0.0967742,0.864407
has_enum__AND__has_not,has_enum,has_not,11,0.0123874,0.0909091,0.438596,0.3125
has_enum__AND__has_minItems,has_enum,has_minItems,133,0.149775,0.0902256,0.25273,0.325359
has_defs__AND__has_maxItems,has_defs,has_maxItems,34,0.0382883,0.0882353,0.263158,0.24
has_maxItems__AND__has_ref,has_maxItems,has_ref,34,0.0382883,0.0882353,0.263158,0.24
has_patternProperties__AND__has_required,has_patternProperties,has_required,116,0.130631,0.0862069,0.0945946,0.869565
has_boolean_schema__AND__has_items,has_boolean_schema,has_items,467,0.525901,0.0856531,0.121514,0.312865
has_boolean_schema__AND__has_required,has_boolean_schema,has_required,457,0.51464,0.0853392,0.12696,0.333837
has_additionalProperties__AND__has_boolean_schema,has_additionalProperties,has_boolean_schema,500,0.563063,0.084,0.122383,0.315217
has_boolean_schema__AND__has_properties,has_boolean_schema,has_properties,502,0.565315,0.0836653,0.122563,0.313938
has_boolean_schema__AND__has_type,has_boolean_schema,has_type,502,0.565315,0.0836653,0.122563,0.313938
has_multipleOf__AND__has_properties,has_multipleOf,has_properties,12,0.0135135,0.0833333,0.288462,0.45
has_multipleOf__AND__has_required,has_multipleOf,has_required,12,0.0135135,0.0833333,0.288462,0.45
has_multipleOf__AND__has_type,has_multipleOf,has_type,12,0.0135135,0.0833333,0.288462,0.45
has_additionalProperties__AND__has_required,has_additionalProperties,has_required,472,0.531532,0.0826271,0.124449,0.34593
has_additionalProperties__AND__has_items,has_additionalProperties,has_items,487,0.548423,0.0821355,0.118522,0.333797
has_additionalProperties__AND__has_properties,has_additionalProperties,has_properties,524,0.59009,0.0801527,0.119624,0.33419
has_additionalProperties__AND__has_type,has_additionalProperties,has_type,524,0.59009,0.0801527,0.119624,0.33419
has_boolean_schema__AND__has_enum,has_boolean_schema,has_enum,362,0.407658,0.0801105,0.12515,0.303675
has_boolean_schema__AND__has_oneOf,has_boolean_schema,has_oneOf,139,0.156532,0.0791367,0.118609,0.557078
has_additionalProperties__AND__has_oneOf,has_additionalProperties,has_oneOf,141,0.158784,0.0780142,0.117409,0.561086
has_items__AND__has_oneOf,has_items,has_oneOf,167,0.188063,0.0778443,0.122083,0.520755
has_additionalProperties__AND__has_enum,has_additionalProperties,has_enum,373,0.420045,0.077748,0.123312,0.32342
has_default__AND__has_minimum,has_default,has_minimum,104,0.117117,0.0769231,0.21513,0.385542
has_not__AND__has_pattern,has_not,has_pattern,13,0.0146396,0.0769231,0.392405,0.473684
has_oneOf__AND__has_properties,has_oneOf,has_properties,173,0.19482,0.0751445,0.119929,0.527076
has_oneOf__AND__has_type,has_oneOf,has_type,173,0.19482,0.0751445,0.119929,0.527076
has_oneOf__AND__has_required,has_oneOf,has_required,161,0.181306,0.0745342,0.125693,0.550388
has_enum__AND__has_items,has_enum,has_items,447,0.503378,0.0738255,0.130481,0.327795
has_items__AND__has_required,has_items,has_required,598,0.673423,0.0702341,0.145215,0.328228
has_minItems__AND__has_oneOf,has_minItems,has_oneOf,57,0.0641892,0.0701754,0.181435,0.511111
has_items__AND__has_properties,has_items,has_properties,678,0.763514,0.0678466,0.138462,0.319734
has_items__AND__has_type,has_items,has_type,678,0.763514,0.0678466,0.138462,0.319734
has_default__AND__has_oneOf,has_default,has_oneOf,45,0.0506757,0.0666667,0.186667,0.426667
has_enum__AND__has_required,has_enum,has_required,499,0.561937,0.0641283,0.130793,0.330645
has_enum__AND__has_properties,has_enum,has_properties,576,0.648649,0.0625,0.12778,0.318182
has_enum__AND__has_type,has_enum,has_type,576,0.648649,0.0625,0.12778,0.318182
has_defs__AND__has_not,has_defs,has_not,16,0.018018,0.0625,0.355556,0.521739
has_items__AND__has_not,has_items,has_not,16,0.018018,0.0625,0.355556,0.521739
has_not__AND__has_ref,has_not,has_ref,16,0.018018,0.0625,0.355556,0.521739
has_default__AND__has_pattern,has_default,has_pattern,161,0.181306,0.0621118,0.09257,0.220721
has_properties__AND__has_required,has_properties,has_required,749,0.843468,0.0614152,0.150054,0.328732
has_required__AND__has_type,has_required,has_type,749,0.843468,0.0614152,0.150054,0.328732
has_allOf__AND__has_minItems,has_allOf,has_minItems,17,0.0191441,0.0588235,0.3125,0.666667
has_not__AND__has_properties,has_not,has_properties,17,0.0191441,0.0588235,0.344086,0.48
has_not__AND__has_required,has_not,has_required,17,0.0191441,0.0588235,0.344086,0.48
has_not__AND__has_type,has_not,has_type,17,0.0191441,0.0588235,0.344086,0.48
has_properties__AND__has_type,has_properties,has_type,888,1,0.0574324,0.141434,0.307255
has_minItems__AND__has_ref,has_minItems,has_ref,110,0.123874,0.0545455,0.236842,0.357955
has_defs__AND__has_minItems,has_defs,has_minItems,113,0.127252,0.0530973,0.236395,0.375691
has_pattern__AND__has_ref,has_pattern,has_ref,135,0.152027,0.0518519,0.165123,0.405
has_defs__AND__has_pattern,has_defs,has_pattern,139,0.156532,0.0503597,0.163418,0.403846
has_allOf__AND__has_pattern,has_allOf,has_pattern,22,0.0247748,0.0454545,0.335878,0.382353
has_boolean_schema__AND__has_default,has_boolean_schema,has_default,204,0.22973,0.0441176,0.0992218,0.197324
has_additionalProperties__AND__has_default,has_additionalProperties,has_default,212,0.238739,0.0424528,0.0971698,0.230769
has_minLength__AND__has_ref,has_minLength,has_ref,48,0.0540541,0.0416667,0.132,0.597561
has_allOf__AND__has_oneOf,has_allOf,has_oneOf,25,0.0281532,0.04,0.343434,0.4
has_defs__AND__has_minLength,has_defs,has_minLength,51,0.0574324,0.0392157,0.129278,0.597701
has_minimum__AND__has_ref,has_minimum,has_ref,105,0.118243,0.0380952,0.189135,0.530387
has_default__AND__has_minItems,has_default,has_minItems,54,0.0608108,0.037037,0.230453,0.457447
has_defs__AND__has_minimum,has_defs,has_minimum,109,0.122748,0.0366972,0.181298,0.529412
has_default__AND__has_enum,has_default,has_enum,278,0.313063,0.0359712,0.0975143,0.279343
has_minItems__AND__has_patternProperties,has_minItems,has_patternProperties,28,0.0315315,0.0357143,0.151899,0.782609
has_default__AND__has_items,has_default,has_items,247,0.278153,0.0323887,0.117647,0.242744
has_default__AND__has_patternProperties,has_default,has_patternProperties,31,0.0349099,0.0322581,0.12069,0.821429
has_default__AND__has_required,has_default,has_required,335,0.377252,0.0298507,0.138598,0.266925
has_ref__AND__has_required,has_ref,has_required,307,0.345721,0.029316,0.170489,0.422311
has_oneOf__AND__has_ref,has_oneOf,has_ref,137,0.154279,0.0291971,0.115152,0.552174
has_default__AND__has_properties,has_default,has_properties,378,0.425676,0.0291005,0.129979,0.270728
has_default__AND__has_type,has_default,has_type,378,0.425676,0.0291005,0.129979,0.270728
has_defs__AND__has_oneOf,has_defs,has_oneOf,138,0.155405,0.0289855,0.111332,0.549356
has_defs__AND__has_required,has_defs,has_required,317,0.356982,0.0283912,0.172083,0.422265
has_boolean_schema__AND__has_ref,has_boolean_schema,has_ref,250,0.281532,0.028,0.158212,0.37931
has_items__AND__has_ref,has_items,has_ref,322,0.362613,0.0279503,0.160059,0.40038
has_boolean_schema__AND__has_defs,has_boolean_schema,has_defs,257,0.289414,0.0272374,0.156093,0.380383
has_defs__AND__has_items,has_defs,has_items,336,0.378378,0.0267857,0.157486,0.398917
has_defs__AND__has_ref,has_defs,has_ref,341,0.384009,0.026393,0.162387,0.409253
has_additionalProperties__AND__has_ref,has_additionalProperties,has_ref,266,0.29955,0.0263158,0.154988,0.408776
has_properties__AND__has_ref,has_properties,has_ref,345,0.388514,0.026087,0.162646,0.40669
has_ref__AND__has_type,has_ref,has_type,345,0.388514,0.026087,0.162646,0.40669
has_additionalProperties__AND__has_defs,has_additionalProperties,has_defs,272,0.306306,0.0257353,0.153291,0.407658
has_allOf__AND__has_enum,has_allOf,has_enum,39,0.0439189,0.025641,0.309524,0.393443
has_defs__AND__has_properties,has_defs,has_properties,362,0.407658,0.0248619,0.162698,0.404326
has_defs__AND__has_type,has_defs,has_type,362,0.407658,0.0248619,0.162698,0.404326
has_allOf__AND__has_required,has_allOf,has_required,43,0.0484234,0.0232558,0.270142,0.454545
has_default__AND__has_ref,has_default,has_ref,90,0.101351,0.0222222,0.179551,0.3625
has_default__AND__has_defs,has_default,has_defs,98,0.11036,0.0204082,0.173611,0.369942
has_allOf__AND__has_items,has_allOf,has_items,51,0.0574324,0.0196078,0.269565,0.45
has_allOf__AND__has_defs,has_allOf,has_defs,53,0.0596847,0.0188679,0.263158,0.428571
has_allOf__AND__has_properties,has_allOf,has_properties,53,0.0596847,0.0188679,0.263158,0.428571
has_allOf__AND__has_ref,has_allOf,has_ref,53,0.0596847,0.0188679,0.263158,0.428571
has_allOf__AND__has_type,has_allOf,has_type,53,0.0596847,0.0188679,0.263158,0.428571
has_defs__AND__has_enum,has_defs,has_enum,237,0.266892,0.0168776,0.182857,0.400517
has_enum__AND__has_ref,has_enum,has_ref,237,0.266892,0.0168776,0.185221,0.395349
has_maximum__AND__has_ref,has_maximum,has_ref,65,0.0731982,0.0153846,0.236025,0.517544
has_defs__AND__has_maximum,has_defs,has_maximum,68,0.0765766,0.0147059,0.222874,0.525424
has_defs__AND__has_patternProperties,has_defs,has_patternProperties,92,0.103604,0.0108696,0.101781,0.859873
has_patternProperties__AND__has_ref,has_patternProperties,has_ref,92,0.103604,0.0108696,0.102828,0.858974
has_anyOf__AND__has_properties,has_anyOf,has_properties,192,0.216216,0,0.112403,0.420712
has_anyOf__AND__has_type,has_anyOf,has_type,192,0.216216,0,0.112403,0.420712
has_anyOf__AND__has_items,has_anyOf,has_items,184,0.207207,0,0.113226,0.413559
has_anyOf__AND__has_required,has_anyOf,has_required,171,0.192568,0,0.125,0.432234
has_additionalProperties__AND__has_anyOf,has_additionalProperties,has_anyOf,155,0.17455,0,0.100437,0.404167
has_anyOf__AND__has_ref,has_anyOf,has_ref,152,0.171171,0,0.130435,0.486056
has_anyOf__AND__has_defs,has_anyOf,has_defs,151,0.170045,0,0.129604,0.48996
has_anyOf__AND__has_boolean_schema,has_anyOf,has_boolean_schema,149,0.167793,0,0.101545,0.375546
has_anyOf__AND__has_enum,has_anyOf,has_enum,144,0.162162,0,0.100503,0.432432
has_anyOf__AND__has_pattern,has_anyOf,has_pattern,96,0.108108,0,0.141479,0.231884
has_anyOf__AND__has_oneOf,has_anyOf,has_oneOf,67,0.0754505,0,0.119565,0.633929
has_anyOf__AND__has_default,has_anyOf,has_default,66,0.0743243,0,0.0974576,0.223301
has_anyOf__AND__has_patternProperties,has_anyOf,has_patternProperties,57,0.0641892,0,0.142857,0.818182
has_anyOf__AND__has_minItems,has_anyOf,has_minItems,55,0.0619369,0,0.217532,0.363636
has_anyOf__AND__has_minimum,has_anyOf,has_minimum,45,0.0506757,0,0.116505,0.714286
has_additionalProperties__AND__has_allOf,has_additionalProperties,has_allOf,41,0.0461712,0,0.277512,0.484848
has_allOf__AND__has_boolean_schema,has_allOf,has_boolean_schema,37,0.0416667,0,0.286432,0.457627
has_anyOf__AND__has_maximum,has_anyOf,has_maximum,26,0.0292793,0,0.157025,0.745098
has_allOf__AND__has_anyOf,has_allOf,has_anyOf,24,0.027027,0,0.333333,0.526316
has_items__AND__has_minProperties,has_items,has_minProperties,24,0.027027,0,0.135593,0.525
has_minProperties__AND__has_properties,has_minProperties,has_properties,24,0.027027,0,0.135593,0.525
has_minProperties__AND__has_required,has_minProperties,has_required,24,0.027027,0,0.135593,0.525
has_minProperties__AND__has_type,has_minProperties,has_type,24,0.027027,0,0.135593,0.525
has_additionalProperties__AND__has_minProperties,has_additionalProperties,has_minProperties,22,0.0247748,0,0.0990991,0.527778
has_allOf__AND__has_default,has_allOf,has_default,22,0.0247748,0,0.333333,0.421053
has_allOf__AND__has_patternProperties,has_allOf,has_patternProperties,22,0.0247748,0,0.252174,0.657143
has_boolean_schema__AND__has_minProperties,has_boolean_schema,has_minProperties,22,0.0247748,0,0.0990991,0.527778
has_defs__AND__has_minProperties,has_defs,has_minProperties,20,0.0225225,0,0.16,0.424242
has_enum__AND__has_minProperties,has_enum,has_minProperties,20,0.0225225,0,0.114583,0.484848
has_allOf__AND__has_minimum,has_allOf,has_minimum,19,0.0213964,0,0.206522,0.6
has_minProperties__AND__has_ref,has_minProperties,has_ref,19,0.0213964,0,0.145833,0.387097
has_anyOf__AND__has_maxItems,has_anyOf,has_maxItems,16,0.018018,0,0.111111,0.391304
has_anyOf__AND__has_minLength,has_anyOf,has_minLength,15,0.0168919,0,0.320755,0.482759
has_minProperties__AND__has_pattern,has_minProperties,has_pattern,15,0.0168919,0,0.0987654,0.44
has_anyOf__AND__has_minProperties,has_anyOf,has_minProperties,14,0.0157658,0,0.169014,0.285714
has_additionalProperties__AND__has_not,has_additionalProperties,has_not,13,0.0146396,0,0.378049,0.6
has_boolean_schema__AND__has_not,has_boolean_schema,has_not,13,0.0146396,0,0.378049,0.6
has_allOf__AND__has_minLength,has_allOf,has_minLength,12,0.0135135,0,0.2875,0.4
has_minProperties__AND__has_oneOf,has_minProperties,has_oneOf,12,0.0135135,0,0.0714286,0.352941
has_allOf__AND__has_not,has_allOf,has_not,11,0.0123874,0,0.391304,0.4
has_items__AND__has_maxProperties,has_items,has_maxProperties,11,0.0123874,0,0.189655,0.4
has_maxProperties__AND__has_properties,has_maxProperties,has_properties,11,0.0123874,0,0.189655,0.4
has_maxProperties__AND__has_required,has_maxProperties,has_required,11,0.0123874,0,0.189655,0.4
has_maxProperties__AND__has_type,has_maxProperties,has_type,11,0.0123874,0,0.189655,0.4
has_additionalProperties__AND__has_maxProperties,has_additionalProperties,has_maxProperties,10,0.0112613,0,0.145455,0.444444
has_boolean_schema__AND__has_maxProperties,has_boolean_schema,has_maxProperties,10,0.0112613,0,0.145455,0.444444
has_const__AND__has_items,has_const,has_items,10,0.0112613,0,0.266667,0.5625
has_const__AND__has_properties,has_const,has_properties,10,0.0112613,0,0.266667,0.5625
has_const__AND__has_required,has_const,has_required,10,0.0112613,0,0.266667,0.5625
has_const__AND__has_type,has_const,has_type,10,0.0112613,0,0.266667,0.5625
has_enum__AND__has_multipleOf,has_enum,has_multipleOf,10,0.0112613,0,0.294118,0.5
has_items__AND__has_multipleOf,has_items,has_multipleOf,10,0.0112613,0,0.270833,0.5
has_minItems__AND__has_minProperties,has_minItems,has_minProperties,10,0.0112613,0,0.186441,0.611111
has_minLength__AND__has_not,has_minLength,has_not,10,0.0112613,0,0.316667,0.5
has_minimum__AND__has_not,has_minimum,has_not,10,0.0112613,0,0.206897,0.470588
has_not__AND__has_patternProperties,has_not,has_patternProperties,10,0.0112613,0,0.272727,0.625
has_additionalProperties__AND__has_const,has_additionalProperties,has_const,9,0.0101351,0,0.258621,0.642857
has_additionalProperties__AND__has_multipleOf,has_additionalProperties,has_multipleOf,9,0.0101351,0,0.288889,0.470588
has_boolean_schema__AND__has_const,has_boolean_schema,has_const,9,0.0101351,0,0.258621,0.642857
has_boolean_schema__AND__has_multipleOf,has_boolean_schema,has_multipleOf,9,0.0101351,0,0.288889,0.470588
has_const__AND__has_defs,has_const,has_defs,9,0.0101351,0,0.254545,0.642857
has_const__AND__has_ref,has_const,has_ref,9,0.0101351,0,0.254545,0.642857
has_additionalProperties__AND__has_propertyNames,has_additionalProperties,has_propertyNames,8,0.00900901,0,0.288889,0.5
has_allOf__AND__has_const,has_allOf,has_const,8,0.00900901,0,0.245283,0.75
has_allOf__AND__has_maximum,has_allOf,has_maximum,8,0.00900901,0,0.318182,0.363636
has_anyOf__AND__has_not,has_anyOf,has_not,8,0.00900901,0,0.659574,0.384615
has_boolean_schema__AND__has_propertyNames,has_boolean_schema,has_propertyNames,8,0.00900901,0,0.288889,0.5
has_default__AND__has_not,has_default,has_not,8,0.00900901,0,0.545455,0.230769
has_defs__AND__has_propertyNames,has_defs,has_propertyNames,8,0.00900901,0,0.288889,0.5
has_enum__AND__has_propertyNames,has_enum,has_propertyNames,8,0.00900901,0,0.288889,0.5
has_items__AND__has_propertyNames,has_items,has_propertyNames,8,0.00900901,0,0.288889,0.5
has_maxProperties__AND__has_pattern,has_maxProperties,has_pattern,8,0.00900901,0,0.181818,0.333333
has_maximum__AND__has_not,has_maximum,has_not,8,0.00900901,0,0.255319,0.461538
has_properties__AND__has_propertyNames,has_properties,has_propertyNames,8,0.00900901,0,0.288889,0.5
has_propertyNames__AND__has_ref,has_propertyNames,has_ref,8,0.00900901,0,0.288889,0.5
has_propertyNames__AND__has_type,has_propertyNames,has_type,8,0.00900901,0,0.288889,0.5
has_const__AND__has_enum,has_const,has_enum,7,0.00788288,0,0.35,0.545455
has_enum__AND__has_maxProperties,has_enum,has_maxProperties,7,0.00788288,0,0.242424,0.230769
has_minProperties__AND__has_patternProperties,has_minProperties,has_patternProperties,7,0.00788288,0,0.119048,0.846154
has_allOf__AND__has_propertyNames,has_allOf,has_propertyNames,6,0.00675676,0,0.333333,0.555556
has_anyOf__AND__has_propertyNames,has_anyOf,has_propertyNames,6,0.00675676,0,0.352941,0.5
has_const__AND__has_patternProperties,has_const,has_patternProperties,6,0.00675676,0,0.142857,0.8
has_default__AND__has_maxProperties,has_default,has_maxProperties,6,0.00675676,0,0.285714,0.166667
has_defs__AND__has_maxProperties,has_defs,has_maxProperties,6,0.00675676,0,0.2,0.636364
has_defs__AND__has_multipleOf,has_defs,has_multipleOf,6,0.00675676,0,0.3,0.5
has_maxProperties__AND__has_ref,has_maxProperties,has_ref,6,0.00675676,0,0.2,0.636364
