context_family,context_feature,context_value,support_schemas,schemas_with_under,schemas_with_over,schema_under_rate,schema_over_rate,baseline_schema_under_rate,baseline_schema_over_rate,schema_under_lift,schema_over_lift
combinators,anyOf_satisfied_branch_count_bucket,6+,1,1,0,1,0,0.202221,0.197611,4.94508,0
combinators,branches_conflicting_types,false,4772,965,943,0.202221,0.197611,0.202221,0.197611,1,1
combinators,branches_have_enum,false,4599,916,874,0.199174,0.190041,0.202221,0.197611,0.98493,0.961694
combinators,branches_have_enum,true,173,49,69,0.283237,0.398844,0.202221,0.197611,1.40063,2.01833
combinators,branches_have_not,false,4745,951,930,0.200421,0.195996,0.202221,0.197611,0.9911,0.991826
combinators,branches_have_not,true,27,14,13,0.518519,0.481481,0.202221,0.197611,2.56411,2.43651
combinators,branches_have_properties,false,4425,876,827,0.197966,0.186893,0.202221,0.197611,0.978958,0.94576
combinators,branches_have_properties,true,347,89,116,0.256484,0.334294,0.202221,0.197611,1.26833,1.69168
combinators,branches_have_required,false,4455,836,837,0.187654,0.187879,0.202221,0.197611,0.927965,0.95075
combinators,branches_have_required,true,317,129,106,0.40694,0.334385,0.202221,0.197611,2.01235,1.69214
combinators,branches_overlapping_properties,false,4656,935,907,0.200816,0.194802,0.202221,0.197611,0.993051,0.985787
combinators,branches_overlapping_properties,true,116,30,36,0.258621,0.310345,0.202221,0.197611,1.2789,1.57048
combinators,combinator_branch_count_bucket,0,3932,728,681,0.185148,0.173194,0.202221,0.197611,0.915569,0.87644
combinators,combinator_branch_count_bucket,1,44,14,7,0.318182,0.159091,0.202221,0.197611,1.57343,0.805071
combinators,combinator_branch_count_bucket,2,482,142,134,0.294606,0.278008,0.202221,0.197611,1.45685,1.40685
combinators,combinator_branch_count_bucket,3,136,37,61,0.272059,0.448529,0.202221,0.197611,1.34535,2.26976
combinators,combinator_branch_count_bucket,4-5,96,19,24,0.197917,0.25,0.202221,0.197611,0.978713,1.26511
combinators,combinator_branch_count_bucket,6+,82,25,36,0.304878,0.439024,0.202221,0.197611,1.50765,2.22166
combinators,combinator_type,absent,3932,728,681,0.185148,0.173194,0.202221,0.197611,0.915569,0.87644
combinators,combinator_type,allOf,58,27,7,0.465517,0.12069,0.202221,0.197611,2.30202,0.610743
combinators,combinator_type,anyOf,288,71,61,0.246528,0.211806,0.202221,0.197611,1.2191,1.07183
combinators,combinator_type,mixed,167,68,77,0.407186,0.461078,0.202221,0.197611,2.01356,2.33326
combinators,combinator_type,oneOf,327,71,117,0.217125,0.357798,0.202221,0.197611,1.0737,1.81062
combinators,oneOf_satisfied_branch_count,0,4621,920,890,0.199091,0.192599,0.202221,0.197611,0.984521,0.974637
combinators,oneOf_satisfied_branch_count,1,305,89,104,0.291803,0.340984,0.202221,0.197611,1.44299,1.72553
combinators,oneOf_satisfied_branch_count,2,36,21,8,0.583333,0.222222,0.202221,0.197611,2.88463,1.12454
combinators,oneOf_satisfied_branch_count_bucket,0,4621,920,890,0.199091,0.192599,0.202221,0.197611,0.984521,0.974637
combinators,oneOf_satisfied_branch_count_bucket,1,305,89,104,0.291803,0.340984,0.202221,0.197611,1.44299,1.72553
combinators,oneOf_satisfied_branch_count_bucket,2,36,21,8,0.583333,0.222222,0.202221,0.197611,2.88463,1.12454
not,instance_satisfies_not_subschema,false,24,12,8,0.5,0.333333,0.202221,0.197611,2.47254,1.68682
not,instance_satisfies_not_subschema,true,22,12,9,0.545455,0.409091,0.202221,0.197611,2.69732,2.07018
not,instance_satisfies_not_subschema,unknown,4745,951,934,0.200421,0.196839,0.202221,0.197611,0.9911,0.996092
not,not_contains_const,false,4770,964,942,0.202096,0.197484,0.202221,0.197611,0.999383,0.999358
not,not_contains_const,true,2,1,1,0.5,0.5,0.202221,0.197611,2.47254,2.53022
not,not_contains_enum,false,4761,961,938,0.201848,0.197017,0.202221,0.197611,0.998156,0.996996
not,not_contains_enum,true,11,4,5,0.363636,0.454545,0.202221,0.197611,1.79821,2.3002
not,not_contains_pattern,false,4769,962,943,0.201719,0.197735,0.202221,0.197611,0.997518,1.00063
not,not_contains_pattern,true,3,3,0,1,0,0.202221,0.197611,4.94508,0
not,not_contains_properties,false,4767,963,940,0.202014,0.197189,0.202221,0.197611,0.998974,0.997864
not,not_contains_properties,true,5,2,3,0.4,0.6,0.202221,0.197611,1.97803,3.03627
not,not_contains_required,false,4746,955,928,0.201222,0.195533,0.202221,0.197611,0.995059,0.989484
not,not_contains_required,true,26,10,15,0.384615,0.576923,0.202221,0.197611,1.90195,2.91949
not,not_parent_keyword,$defs,3,1,2,0.333333,0.666667,0.202221,0.197611,1.64836,3.37363
not,not_parent_keyword,absent,4718,938,921,0.198813,0.19521,0.202221,0.197611,0.983146,0.987849
not,not_parent_keyword,additionalProperties,1,1,0,1,0,0.202221,0.197611,4.94508,0
not,not_parent_keyword,allOf,4,2,1,0.5,0.25,0.202221,0.197611,2.47254,1.26511
not,not_parent_keyword,anyOf,5,3,3,0.6,0.6,0.202221,0.197611,2.96705,3.03627
not,not_parent_keyword,if,1,0,1,0,1,0.202221,0.197611,0,5.06045
not,not_parent_keyword,items,1,0,1,0,1,0.202221,0.197611,0,5.06045
not,not_parent_keyword,mixed,4,2,1,0.5,0.25,0.202221,0.197611,2.47254,1.26511
not,not_parent_keyword,oneOf,5,2,3,0.4,0.6,0.202221,0.197611,1.97803,3.03627
not,not_parent_keyword,other,1,1,0,1,0,0.202221,0.197611,4.94508,0
not,not_parent_keyword,patternProperties,1,0,1,0,1,0.202221,0.197611,0,5.06045
not,not_parent_keyword,properties,18,11,3,0.611111,0.166667,0.202221,0.197611,3.02199,0.843408
not,not_parent_keyword,root,9,4,5,0.444444,0.555556,0.202221,0.197611,2.19781,2.81136
not,not_parent_keyword,then,1,0,1,0,1,0.202221,0.197611,0,5.06045
not,not_target_type,absent,4758,959,937,0.201555,0.196931,0.202221,0.197611,0.996707,0.996561
not,not_target_type,array,1,1,0,1,0,0.202221,0.197611,4.94508,0
not,not_target_type,mixed,4,3,1,0.75,0.25,0.202221,0.197611,3.70881,1.26511
not,not_target_type,number,2,2,1,1,0.5,0.202221,0.197611,4.94508,2.53022
not,not_target_type,object,5,0,3,0,0.6,0.202221,0.197611,0,3.03627
not,not_target_type,string,2,0,1,0,0.5,0.202221,0.197611,0,2.53022
numeric,numeric_boundary_case,above_max,158,73,38,0.462025,0.240506,0.202221,0.197611,2.28475,1.21707
numeric,numeric_boundary_case,below_min,461,249,65,0.54013,0.140998,0.202221,0.197611,2.67099,0.713512
numeric,numeric_boundary_case,equal_max,16,6,6,0.375,0.375,0.202221,0.197611,1.8544,1.89767
numeric,numeric_boundary_case,equal_min,198,114,34,0.575758,0.171717,0.202221,0.197611,2.84717,0.868965
numeric,numeric_boundary_case,inside_range,385,186,63,0.483117,0.163636,0.202221,0.197611,2.38905,0.828073
numeric,numeric_boundary_case,multiple_ok,27,22,2,0.814815,0.0740741,0.202221,0.197611,4.02932,0.374848
numeric,numeric_boundary_case,multiple_violation,25,22,2,0.88,0.08,0.202221,0.197611,4.35167,0.404836
numeric,numeric_boundary_case,not_applicable,4276,698,871,0.163237,0.203695,0.202221,0.197611,0.807218,1.03079
numeric,numeric_has_default,false,4558,822,905,0.180342,0.198552,0.202221,0.197611,0.891806,1.00476
numeric,numeric_has_default,true,214,143,38,0.668224,0.17757,0.202221,0.197611,3.30442,0.898584
numeric,numeric_has_min_and_max,false,4469,838,853,0.187514,0.19087,0.202221,0.197611,0.927271,0.965889
numeric,numeric_has_min_and_max,true,303,127,90,0.419142,0.29703,0.202221,0.197611,2.07269,1.5031
numeric,numeric_is_in_properties,false,4084,627,793,0.153526,0.194172,0.202221,0.197611,0.759198,0.982599
numeric,numeric_is_in_properties,true,688,338,150,0.491279,0.218023,0.202221,0.197611,2.42941,1.10329
numeric,numeric_parent_keyword,$defs,22,8,5,0.363636,0.227273,0.202221,0.197611,1.79821,1.1501
numeric,numeric_parent_keyword,absent,4030,612,780,0.151861,0.193548,0.202221,0.197611,0.750965,0.979441
numeric,numeric_parent_keyword,additionalProperties,1,0,1,0,1,0.202221,0.197611,0,5.06045
numeric,numeric_parent_keyword,allOf,1,1,0,1,0,0.202221,0.197611,4.94508,0
numeric,numeric_parent_keyword,anyOf,4,0,0,0,0,0.202221,0.197611,0,0
numeric,numeric_parent_keyword,items,10,2,4,0.2,0.4,0.202221,0.197611,0.989016,2.02418
numeric,numeric_parent_keyword,mixed,75,38,28,0.506667,0.373333,0.202221,0.197611,2.50551,1.88923
numeric,numeric_parent_keyword,oneOf,3,1,1,0.333333,0.333333,0.202221,0.197611,1.64836,1.68682
numeric,numeric_parent_keyword,other,3,2,0,0.666667,0,0.202221,0.197611,3.29672,0
numeric,numeric_parent_keyword,patternProperties,2,0,2,0,1,0.202221,0.197611,0,5.06045
numeric,numeric_parent_keyword,properties,614,301,122,0.490228,0.198697,0.202221,0.197611,2.42422,1.0055
numeric,numeric_parent_keyword,root,7,0,0,0,0,0.202221,0.197611,0,0
numeric,numeric_property_required,false,4366,744,879,0.170408,0.201328,0.202221,0.197611,0.842679,1.01881
numeric,numeric_property_required,true,406,221,64,0.544335,0.157635,0.202221,0.197611,2.69178,0.797706
numeric,numeric_target_type,absent,4032,614,780,0.152282,0.193452,0.202221,0.197611,0.753045,0.978955
numeric,numeric_target_type,integer,357,82,90,0.229692,0.252101,0.202221,0.197611,1.13584,1.27574
numeric,numeric_target_type,mixed,154,94,29,0.61039,0.188312,0.202221,0.197611,3.01842,0.952941
numeric,numeric_target_type,number,229,175,44,0.764192,0.19214,0.202221,0.197611,3.77899,0.972313
patternProperties,additionalProperties_value,absent,4600,947,791,0.20587,0.171957,0.202221,0.197611,1.01804,0.870177
patternProperties,additionalProperties_value,false,161,14,147,0.0869565,0.913043,0.202221,0.197611,0.430007,4.62041
patternProperties,additionalProperties_value,mixed,2,0,2,0,1,0.202221,0.197611,0,5.06045
patternProperties,additionalProperties_value,schema,3,2,1,0.666667,0.333333,0.202221,0.197611,3.29672,1.68682
patternProperties,additionalProperties_value,true,6,2,2,0.333333,0.333333,0.202221,0.197611,1.64836,1.68682
patternProperties,instance_has_unmatched_keys,false,4420,909,689,0.205656,0.155882,0.202221,0.197611,1.01699,0.788834
patternProperties,instance_has_unmatched_keys,true,1900,388,609,0.204211,0.320526,0.202221,0.197611,1.00984,1.62201
patternProperties,instance_matching_pattern_keys_count_bucket,0,4572,956,758,0.209099,0.165792,0.202221,0.197611,1.03401,0.83898
patternProperties,instance_matching_pattern_keys_count_bucket,1,49,7,41,0.142857,0.836735,0.202221,0.197611,0.70644,4.23425
patternProperties,instance_matching_pattern_keys_count_bucket,2,82,9,70,0.109756,0.853659,0.202221,0.197611,0.542752,4.31989
patternProperties,instance_matching_pattern_keys_count_bucket,3,81,4,76,0.0493827,0.938272,0.202221,0.197611,0.244201,4.74807
patternProperties,instance_matching_pattern_keys_count_bucket,4-5,74,1,71,0.0135135,0.959459,0.202221,0.197611,0.0668254,4.85529
patternProperties,instance_matching_pattern_keys_count_bucket,6+,51,1,49,0.0196078,0.960784,0.202221,0.197611,0.0969623,4.862
patternProperties,patternProperties_has_additionalProperties,false,4600,947,791,0.20587,0.171957,0.202221,0.197611,1.01804,0.870177
patternProperties,patternProperties_has_additionalProperties,true,172,18,152,0.104651,0.883721,0.202221,0.197611,0.517508,4.47202
patternProperties,patternProperties_regex_has_alternation,false,4739,964,911,0.203418,0.192235,0.202221,0.197611,1.00592,0.972793
patternProperties,patternProperties_regex_has_alternation,true,33,1,32,0.030303,0.969697,0.202221,0.197611,0.149851,4.9071
patternProperties,patternProperties_regex_has_anchor,false,4558,946,754,0.207547,0.165423,0.202221,0.197611,1.02634,0.837116
patternProperties,patternProperties_regex_has_anchor,true,214,19,189,0.088785,0.883178,0.202221,0.197611,0.439049,4.46927
patternProperties,patternProperties_regex_has_charclass,false,4601,950,792,0.206477,0.172136,0.202221,0.197611,1.02104,0.871087
patternProperties,patternProperties_regex_has_charclass,true,171,15,151,0.0877193,0.883041,0.202221,0.197611,0.433779,4.46858
patternProperties,patternProperties_regex_has_dotstar,false,4707,961,885,0.204164,0.188018,0.202221,0.197611,1.00961,0.951454
patternProperties,patternProperties_regex_has_dotstar,true,65,4,58,0.0615385,0.892308,0.202221,0.197611,0.304312,4.51547
patternProperties,patternProperties_with_properties,false,4699,960,880,0.204299,0.187274,0.202221,0.197611,1.01027,0.947689
patternProperties,patternProperties_with_properties,true,73,5,63,0.0684932,0.863014,0.202221,0.197611,0.338704,4.36723
