context_family,context_feature,context_value,support_schemas,schemas_with_under,schemas_with_over,schema_under_rate,schema_over_rate,baseline_schema_under_rate,baseline_schema_over_rate,schema_under_lift,schema_over_lift
patternProperties,instance_matching_pattern_keys_count_bucket,0,1647,290,546,0.176078,0.331512,0.171659,0.357719,1.02574,0.926738
patternProperties,instance_matching_pattern_keys_count_bucket,1,32,3,27,0.09375,0.84375,0.171659,0.357719,0.546141,2.3587
patternProperties,instance_matching_pattern_keys_count_bucket,2,50,3,45,0.06,0.9,0.171659,0.357719,0.34953,2.51594
patternProperties,instance_matching_pattern_keys_count_bucket,3,27,4,21,0.148148,0.777778,0.171659,0.357719,0.863038,2.17427
patternProperties,instance_matching_pattern_keys_count_bucket,4-5,21,2,18,0.0952381,0.857143,0.171659,0.357719,0.55481,2.39614
patternProperties,instance_matching_pattern_keys_count_bucket,6+,18,1,16,0.0555556,0.888889,0.171659,0.357719,0.323639,2.48488
patternProperties,patternProperties_has_additionalProperties,false,1668,298,555,0.178657,0.332734,0.171659,0.357719,1.04077,0.930154
patternProperties,patternProperties_has_additionalProperties,true,68,0,66,0,0.970588,0.171659,0.357719,0,2.71327
patternProperties,patternProperties_regex_has_alternation,false,1721,298,606,0.173155,0.352121,0.171659,0.357719,1.00872,0.984351
patternProperties,patternProperties_regex_has_alternation,true,15,0,15,0,1,0.171659,0.357719,0,2.79549
patternProperties,patternProperties_regex_has_anchor,false,1643,296,537,0.180158,0.326841,0.171659,0.357719,1.04951,0.913682
patternProperties,patternProperties_regex_has_anchor,true,93,2,84,0.0215054,0.903226,0.171659,0.357719,0.12528,2.52496
patternProperties,patternProperties_regex_has_charclass,false,1671,296,562,0.177139,0.336326,0.171659,0.357719,1.03193,0.940195
patternProperties,patternProperties_regex_has_charclass,true,65,2,59,0.0307692,0.907692,0.171659,0.357719,0.179246,2.53745
patternProperties,patternProperties_regex_has_dotstar,false,1709,293,599,0.171445,0.350497,0.171659,0.357719,0.998755,0.979812
patternProperties,patternProperties_regex_has_dotstar,true,27,5,22,0.185185,0.814815,0.171659,0.357719,1.0788,2.27781
patternProperties,patternProperties_with_properties,false,1708,298,595,0.174473,0.348361,0.171659,0.357719,1.01639,0.973839
patternProperties,patternProperties_with_properties,true,28,0,26,0,0.928571,0.171659,0.357719,0,2.59581
